timestamp,symbol,signal_type,signal_strength,confidence_score,target_horizon_days,bond_correlation,suggested_position_size,entry_price,reasoning
2024-06-09,QCOM,WATCH,MODERATE,4.4962031815608015,58,-0.4776105182562789,0.12913216867830624,66.55522325043285,Sample signal for QCOM on 2024-06-09
2024-06-16,QCOM,SOON,STRONG,4.109814845709065,17,0.7810375044880375,0.1261079466677079,101.37289133341162,Sample signal for QCOM on 2024-06-16
2024-06-16,AMD,WATCH,WEAK,5.1585180542135065,35,0.0017201378923823452,0.054644475413901564,174.31207195230692,Sample signal for AMD on 2024-06-16
2024-06-23,NVDA,NOW,WEAK,6.0984207206463825,22,-0.3087262737288766,0.11101674804249524,134.82707907752,Sample signal for NVDA on 2024-06-23
2024-07-07,INTC,SOON,STRONG,7.06918502371391,19,0.21631147856964872,0.07223842500516157,120.05537387816129,Sample signal for INTC on 2024-07-07
2024-07-07,QCOM,WATCH,WEAK,6.6587022502455415,16,0.5913907821260909,0.09131186814716448,149.3701031641553,Sample signal for QCOM on 2024-07-07
2024-07-14,TSM,NOW,STRONG,8.690906842884322,52,0.2240304568962017,0.10063506515414684,107.42624753414539,Sample signal for TSM on 2024-07-14
2024-07-21,AMD,NOW,STRONG,3.853501811571809,24,-0.13377085384884302,0.07947719386526127,113.80219686248098,Sample signal for AMD on 2024-07-21
2024-07-28,QCOM,SOON,STRONG,8.550381351238137,28,0.02157406455024624,0.11050552359340271,64.70130540372786,Sample signal for QCOM on 2024-07-28
2024-07-28,TSM,NOW,WEAK,9.164629353726227,9,0.6381736870954491,0.12391933324317632,129.48994803544468,Sample signal for TSM on 2024-07-28
2024-08-04,AMD,WATCH,STRONG,9.288739073667328,56,0.25192722020716474,0.055642431570720075,68.9106949199889,Sample signal for AMD on 2024-08-04
2024-08-11,AMD,WATCH,MODERATE,6.440559226606938,33,0.6724114198109739,0.1271912340657806,115.56082206775764,Sample signal for AMD on 2024-08-11
2024-08-18,NVDA,WATCH,WEAK,9.479792451812521,37,-0.2846539661763806,0.02334348097706096,70.81305161508507,Sample signal for NVDA on 2024-08-18
2024-08-18,QCOM,SOON,MODERATE,5.018859277294128,22,0.40898101907939277,0.08264792524825876,195.03788783597668,Sample signal for QCOM on 2024-08-18
2024-09-01,INTC,SOON,STRONG,6.02452881611431,28,0.6826312954774065,0.026345450681632313,103.9133644771701,Sample signal for INTC on 2024-09-01
2024-09-01,AMD,NOW,MODERATE,9.284209427985692,52,-0.7686150183088167,0.04657332637444203,65.54691695011411,Sample signal for AMD on 2024-09-01
2024-09-08,TSM,SOON,MODERATE,8.220194639584808,54,-0.355707114350445,0.03987489059607087,69.109654829281,Sample signal for TSM on 2024-09-08
2024-09-08,QCOM,SOON,WEAK,5.277803814748637,12,0.39607650616615375,0.0536553239848767,196.86085595262492,Sample signal for QCOM on 2024-09-08
2024-09-22,QCOM,WATCH,WEAK,4.3203022071454615,25,0.5643780933974649,0.12449111371790761,111.69486095315783,Sample signal for QCOM on 2024-09-22
2024-09-29,AMD,SOON,MODERATE,4.091970970864434,41,-0.2745699479878513,0.049337014814171326,116.04176850484558,Sample signal for AMD on 2024-09-29
2024-10-06,INTC,NOW,STRONG,9.390515688470654,57,-0.4380765097973196,0.045988305894106574,157.605466963734,Sample signal for INTC on 2024-10-06
2024-10-13,NVDA,NOW,STRONG,7.761825553554682,44,-0.758520274152272,0.07747890843001848,59.13397216017348,Sample signal for NVDA on 2024-10-13
2024-10-13,INTC,SOON,STRONG,3.4468689026400203,52,0.6274141688444757,0.05316945051851911,189.65003343543952,Sample signal for INTC on 2024-10-13
2024-10-20,TSM,SOON,MODERATE,9.031204868247801,46,-0.5441690324707795,0.11919753307129269,120.04379342894654,Sample signal for TSM on 2024-10-20
2024-11-03,NVDA,WATCH,STRONG,5.509518079031094,50,0.06371243308998431,0.05551714085575693,124.82211571895974,Sample signal for NVDA on 2024-11-03
2024-11-03,TSM,NOW,WEAK,3.5494774474494615,24,-0.024796589108259992,0.039296901215240446,120.78698785883837,Sample signal for TSM on 2024-11-03
2024-11-10,QCOM,WATCH,WEAK,8.57319127850404,55,-0.2704208030597949,0.13364420533605118,169.30560572179064,Sample signal for QCOM on 2024-11-10
2024-11-17,NVDA,SOON,STRONG,4.884247302528147,37,-0.05526476888969578,0.04339551075941403,141.87278795237816,Sample signal for NVDA on 2024-11-17
2024-11-24,TSM,SOON,WEAK,4.814303234974725,21,-0.1601682812070735,0.08710429562412032,88.44943191110349,Sample signal for TSM on 2024-11-24
2024-11-24,QCOM,SOON,WEAK,9.173469256150927,11,-0.02259890365967654,0.04117028674112004,178.83971047706353,Sample signal for QCOM on 2024-11-24
2024-12-08,AMD,NOW,MODERATE,6.275622941939604,24,0.6502631577841642,0.059275145730671816,155.5328580291835,Sample signal for AMD on 2024-12-08
2024-12-29,AMD,SOON,WEAK,3.641697214068534,27,-0.750884302105125,0.08714743139713385,167.5639638034975,Sample signal for AMD on 2024-12-29
2024-12-29,TSM,SOON,MODERATE,5.397242787033306,25,0.7996176266984101,0.04640881243186352,157.374391013519,Sample signal for TSM on 2024-12-29
