timestamp,symbol,signal_type,signal_strength,confidence_score,target_horizon_days,bond_correlation,suggested_position_size,entry_price,reasoning
2024-03-31,AMD,NOW,STRONG,3.8459092945354962,8,0.5474040692848863,0.09468638307563607,109.98342725397319,Sample signal for AMD on 2024-03-31
2024-03-31,QCOM,WATCH,MODERATE,5.055667587815966,28,0.5866304000370413,0.04455556528108515,129.79935876384468,Sample signal for QCOM on 2024-03-31
2024-04-07,AMD,WATCH,STRONG,6.320248291851089,16,0.20497453348919903,0.06770941543431282,92.87537744034617,Sample signal for AMD on 2024-04-07
2024-04-07,QCOM,NOW,MODERATE,4.43865289309631,18,-0.22904636800318434,0.11832521839661965,99.60826062227694,Sample signal for QCOM on 2024-04-07
2024-04-14,AMD,NOW,WEAK,8.644931372719734,47,-0.537828414823188,0.10922002893131168,127.44269860041064,Sample signal for AMD on 2024-04-14
2024-04-28,AMD,WATCH,STRONG,5.318632069835376,59,-0.23697044101492093,0.10024501861168635,77.65755127237678,Sample signal for AMD on 2024-04-28
2024-05-05,NVDA,NOW,MODERATE,4.338703869441736,26,0.6909061300615058,0.10063281096315667,110.45673629325876,Sample signal for NVDA on 2024-05-05
2024-05-05,QCOM,SOON,WEAK,3.9686761853884827,46,0.3533316114151446,0.024330438088213807,63.876466109538676,Sample signal for QCOM on 2024-05-05
2024-05-12,AMD,NOW,STRONG,8.710245958977854,14,-0.11636343091268819,0.1492055048076102,149.88392301992204,Sample signal for AMD on 2024-05-12
2024-05-12,INTC,NOW,MODERATE,5.380145681541713,21,-0.7211115715552406,0.1193127403497128,171.44038989671662,Sample signal for INTC on 2024-05-12
2024-05-19,TSM,NOW,STRONG,5.561492335582799,37,0.17022111600583756,0.08200722845366541,185.91439581202295,Sample signal for TSM on 2024-05-19
2024-05-19,NVDA,SOON,MODERATE,6.445324270719249,11,0.7946380335675056,0.11560810536387224,143.40145923481845,Sample signal for NVDA on 2024-05-19
2024-05-26,QCOM,WATCH,STRONG,3.6664085992189173,9,-0.26722065568979425,0.06613569192690093,145.62999230992403,Sample signal for QCOM on 2024-05-26
2024-05-26,AMD,WATCH,MODERATE,6.679112869160651,40,0.4981575950594521,0.13484509049874727,156.9517090040211,Sample signal for AMD on 2024-05-26
2024-06-02,INTC,WATCH,MODERATE,8.35298631809437,42,-0.5453941154462566,0.11401071082111044,140.41988136277615,Sample signal for INTC on 2024-06-02
2024-06-02,NVDA,SOON,WEAK,6.865471401600471,14,-0.780197858239586,0.03687664310607881,78.23241623549967,Sample signal for NVDA on 2024-06-02
2024-06-09,INTC,SOON,STRONG,4.218966945673986,57,-0.6718522800521873,0.07818257873022648,80.85988272763366,Sample signal for INTC on 2024-06-09
2024-06-09,AMD,WATCH,STRONG,9.398100229592545,14,-0.005248131921415933,0.12262129949282743,62.04673542670376,Sample signal for AMD on 2024-06-09
2024-06-16,NVDA,SOON,STRONG,7.130365527773377,33,0.3244596025487849,0.14827039819198212,161.14251599852338,Sample signal for NVDA on 2024-06-16
2024-06-16,AMD,NOW,STRONG,5.734532070112779,37,-0.12525390262259783,0.025421546575873574,67.70665556329277,Sample signal for AMD on 2024-06-16
2024-06-23,NVDA,WATCH,WEAK,7.256272934918213,31,0.21216546462242558,0.11476533730256934,185.57074908677836,Sample signal for NVDA on 2024-06-23
2024-07-07,INTC,SOON,MODERATE,8.20292981692129,48,0.5286760266266923,0.05131112664784118,194.31002520320612,Sample signal for INTC on 2024-07-07
2024-07-14,QCOM,NOW,STRONG,6.141224054121893,43,-0.38573400232990596,0.06381936617748374,120.72436390725639,Sample signal for QCOM on 2024-07-14
2024-07-21,INTC,SOON,STRONG,8.22398456204941,19,-0.5060850179097607,0.04320203371773322,125.37429516524581,Sample signal for INTC on 2024-07-21
2024-07-21,NVDA,WATCH,STRONG,9.054439292854205,31,0.3795877319845329,0.11429808823286186,116.54426660160934,Sample signal for NVDA on 2024-07-21
2024-07-28,INTC,WATCH,MODERATE,4.635821369714359,7,-0.23726409833375273,0.09456302919325923,180.86774955401384,Sample signal for INTC on 2024-07-28
2024-07-28,TSM,SOON,STRONG,3.054176227539431,19,-0.551904436006773,0.07120098281792489,93.11046487882533,Sample signal for TSM on 2024-07-28
2024-08-04,TSM,WATCH,STRONG,4.38267064700098,18,-0.5330732231059165,0.14961722408332917,184.8624860688798,Sample signal for TSM on 2024-08-04
2024-08-11,TSM,NOW,WEAK,6.414608033537334,30,0.32082991734084776,0.030053190095538494,199.01247516898422,Sample signal for TSM on 2024-08-11
2024-08-18,TSM,SOON,MODERATE,3.967997525651761,12,0.5430829624170475,0.06511581420570989,79.14748503968175,Sample signal for TSM on 2024-08-18
2024-08-18,NVDA,SOON,STRONG,7.904783183508734,45,0.13320599135748967,0.06208105092205658,158.79166559156585,Sample signal for NVDA on 2024-08-18
2024-09-22,TSM,WATCH,MODERATE,3.490150006978286,14,-0.75734679573327,0.10286777811242867,165.36710843478954,Sample signal for TSM on 2024-09-22
2024-09-29,TSM,WATCH,STRONG,8.226763792977241,55,-0.22841517645904108,0.08316547997148291,116.52849611626749,Sample signal for TSM on 2024-09-29
2024-09-29,QCOM,SOON,STRONG,5.683098059561566,36,0.05911258492841964,0.03671883867611478,75.257445837689,Sample signal for QCOM on 2024-09-29
2024-10-06,QCOM,NOW,MODERATE,5.560449393933564,17,-0.26177622350361907,0.08630969136266567,101.42881395162625,Sample signal for QCOM on 2024-10-06
2024-10-13,INTC,WATCH,WEAK,5.103601055525629,22,0.5609837834102376,0.09166527246869141,136.43925228281043,Sample signal for INTC on 2024-10-13
2024-10-13,TSM,SOON,MODERATE,7.581962706158544,47,0.016457323169876248,0.05105263810059976,187.96240089141313,Sample signal for TSM on 2024-10-13
2024-10-27,AMD,NOW,WEAK,5.095976629582025,19,0.7599069615739935,0.07197345381973011,156.42090624634622,Sample signal for AMD on 2024-10-27
2024-10-27,QCOM,SOON,STRONG,8.42270693008135,46,-0.7648419013265356,0.042260686481882456,170.47048491064038,Sample signal for QCOM on 2024-10-27
2024-11-03,NVDA,NOW,WEAK,6.446897833448027,55,0.7661495753825767,0.11412160839429715,168.08091390626402,Sample signal for NVDA on 2024-11-03
2024-11-03,TSM,NOW,STRONG,7.616492921038751,30,-0.18878505625041186,0.1328723530948967,164.1419402653142,Sample signal for TSM on 2024-11-03
2024-11-10,TSM,SOON,STRONG,7.990759733744466,40,0.11483938269976568,0.12548456337111039,150.73021401335257,Sample signal for TSM on 2024-11-10
2024-11-10,NVDA,WATCH,WEAK,8.393656676283733,43,-0.4392430437974444,0.055857168831059206,125.03010473973782,Sample signal for NVDA on 2024-11-10
2024-11-17,AMD,NOW,STRONG,8.45338013230339,57,0.04067676970339418,0.06273431698528845,78.71294395375216,Sample signal for AMD on 2024-11-17
2024-11-24,INTC,SOON,WEAK,5.513938736746313,58,0.5810442018564481,0.09553695039741257,87.32622964923658,Sample signal for INTC on 2024-11-24
2024-12-01,TSM,WATCH,MODERATE,4.17926324897601,10,0.49335292313511525,0.1453953803937005,181.56759801870345,Sample signal for TSM on 2024-12-01
2024-12-15,AMD,SOON,WEAK,8.862761329921163,52,0.03125866386612375,0.0257511382206839,98.70595931906516,Sample signal for AMD on 2024-12-15
2024-12-29,TSM,SOON,STRONG,7.217577015904683,11,-0.15149543955326872,0.1331339085395641,133.4709510580276,Sample signal for TSM on 2024-12-29
2024-12-29,INTC,NOW,STRONG,7.022352234673606,47,-0.4286695471362194,0.09459912162370937,112.42064382701818,Sample signal for INTC on 2024-12-29
